Country_Name,Country_Code,Indicator_Name,Indicator_Code,Value
Bangladesh,BGD,"cause_injury",SH.DTH.INJR.ZS,10.2471332
Bangladesh,BGD,"cause_non_communicable",SH.DTH.NCOM.ZS,52.03825581
Barbados,BRB,"death_rate",SP.DYN.CDRT.IN,9.478
Barbados,BRB,"population",SP.POP.TOTL,277634
Barbados,BRB,"cause_communicable",SH.DTH.COMM.ZS,13.58549878
Barbados,BRB,"cause_injury",SH.DTH.INJR.ZS,4.099167883
Barbados,BRB,"cause_non_communicable",SH.DTH.NCOM.ZS,82.31532847
Belarus,BLR,"death_rate",SP.DYN.CDRT.IN,13.8
Belarus,BLR,"population",SP.POP.TOTL,9528000
Belarus,BLR,"cause_communicable",SH.DTH.COMM.ZS,2.044311859
Belarus,BLR,"cause_injury",SH.DTH.INJR.ZS,10.88744081
Belarus,BLR,"cause_non_communicable",SH.DTH.NCOM.ZS,87.06829304
Belgium,BEL,"death_rate",SP.DYN.CDRT.IN,9.8
Belgium,BEL,"population",SP.POP.TOTL,10709973
Belgium,BEL,"cause_communicable",SH.DTH.COMM.ZS,7.965010381
Belgium,BEL,"cause_injury",SH.DTH.INJR.ZS,6.229139874
Belgium,BEL,"cause_non_communicable",SH.DTH.NCOM.ZS,85.80585176
Belize,BLZ,"death_rate",SP.DYN.CDRT.IN,4.721
Belize,BLZ,"population",SP.POP.TOTL,293544
Belize,BLZ,"cause_communicable",SH.DTH.COMM.ZS,20.21586925
Belize,BLZ,"cause_injury",SH.DTH.INJR.ZS,17.4027227
Belize,BLZ,"cause_non_communicable",SH.DTH.NCOM.ZS,62.38140805
Benin,BEN,"death_rate",SP.DYN.CDRT.IN,10.196
Benin,BEN,"population",SP.POP.TOTL,8973293
Benin,BEN,"cause_communicable",SH.DTH.COMM.ZS,60.49647629
Benin,BEN,"cause_injury",SH.DTH.INJR.ZS,6.351371498
Benin,BEN,"cause_non_communicable",SH.DTH.NCOM.ZS,33.15214702
Bermuda,BMU,"death_rate",SP.DYN.CDRT.IN,7.404
Bermuda,BMU,"population",SP.POP.TOTL,65273
Bermuda,BMU,"cause_communicable",SH.DTH.COMM.ZS,
Bermuda,BMU,"cause_injury",SH.DTH.INJR.ZS,
Bermuda,BMU,"cause_non_communicable",SH.DTH.NCOM.ZS,
Bhutan,BTN,"death_rate",SP.DYN.CDRT.IN,6.879
Bhutan,BTN,"population",SP.POP.TOTL,692159
Bhutan,BTN,"cause_communicable",SH.DTH.COMM.ZS,36.70919745
Bhutan,BTN,"cause_injury",SH.DTH.INJR.ZS,10.4125512
Bhutan,BTN,"cause_non_communicable",SH.DTH.NCOM.ZS,52.87825136
Bolivia,BOL,"death_rate",SP.DYN.CDRT.IN,7.454
Bolivia,BOL,"population",SP.POP.TOTL,9834098
Bolivia,BOL,"cause_communicable",SH.DTH.COMM.ZS,35.32154909
Bolivia,BOL,"cause_injury",SH.DTH.INJR.ZS,7.817276131
Bolivia,BOL,"cause_non_communicable",SH.DTH.NCOM.ZS,56.86118242
Bosnia and Herzegovina,BIH,"death_rate",SP.DYN.CDRT.IN,9.323
Bosnia and Herzegovina,BIH,"population",SP.POP.TOTL,3861201
Bosnia and Herzegovina,BIH,"cause_communicable",SH.DTH.COMM.ZS,1.832495372
Bosnia and Herzegovina,BIH,"cause_injury",SH.DTH.INJR.ZS,3.522110021
Bosnia and Herzegovina,BIH,"cause_non_communicable",SH.DTH.NCOM.ZS,94.64540815
Botswana,BWA,"death_rate",SP.DYN.CDRT.IN,17.268
Botswana,BWA,"population",SP.POP.TOTL,1933719
Botswana,BWA,"cause_communicable",SH.DTH.COMM.ZS,59.95994271
Botswana,BWA,"cause_injury",SH.DTH.INJR.ZS,8.574479028
Botswana,BWA,"cause_non_communicable",SH.DTH.NCOM.ZS,31.46558861
Brazil,BRA,"death_rate",SP.DYN.CDRT.IN,6.348
Brazil,BRA,"population",SP.POP.TOTL,191765567
Brazil,BRA,"cause_communicable",SH.DTH.COMM.ZS,14.11631836
Brazil,BRA,"cause_injury",SH.DTH.INJR.ZS,12.027925
Brazil,BRA,"cause_non_communicable",SH.DTH.NCOM.ZS,73.85578142
Brunei Darussalam,BRN,"death_rate",SP.DYN.CDRT.IN,2.878
Brunei Darussalam,BRN,"population",SP.POP.TOTL,388017
Brunei Darussalam,BRN,"cause_communicable",SH.DTH.COMM.ZS,9.952289355
Brunei Darussalam,BRN,"cause_injury",SH.DTH.INJR.ZS,7.574443074
Brunei Darussalam,BRN,"cause_non_communicable",SH.DTH.NCOM.ZS,82.47324291
Bulgaria,BGR,"death_rate",SP.DYN.CDRT.IN,14.5
Bulgaria,BGR,"population",SP.POP.TOTL,7623395
Bulgaria,BGR,"cause_communicable",SH.DTH.COMM.ZS,2.740678701
Bulgaria,BGR,"cause_injury",SH.DTH.INJR.ZS,3.507364933
Bulgaria,BGR,"cause_non_communicable",SH.DTH.NCOM.ZS,93.75199791
Burkina Faso,BFA,"death_rate",SP.DYN.CDRT.IN,12.675
Burkina Faso,BFA,"population",SP.POP.TOTL,14659646
Burkina Faso,BFA,"cause_communicable",SH.DTH.COMM.ZS,72.63288154
Burkina Faso,BFA,"cause_injury",SH.DTH.INJR.ZS,6.567438961
Burkina Faso,BFA,"cause_non_communicable",SH.DTH.NCOM.ZS,20.79965064
Burundi,BDI,"death_rate",SP.DYN.CDRT.IN,14.103
Burundi,BDI,"population",SP.POP.TOTL,8624280
Burundi,BDI,"cause_communicable",SH.DTH.COMM.ZS,66.99005937
Burundi,BDI,"cause_injury",SH.DTH.INJR.ZS,7.234097923
Burundi,BDI,"cause_non_communicable",SH.DTH.NCOM.ZS,25.77587514
Cambodia,KHM,"death_rate",SP.DYN.CDRT.IN,6.314
Cambodia,KHM,"population",SP.POP.TOTL,13940518
Cambodia,KHM,"cause_communicable",SH.DTH.COMM.ZS,46.5864407
Cambodia,KHM,"cause_injury",SH.DTH.INJR.ZS,7.126141765
Cambodia,KHM,"cause_non_communicable",SH.DTH.NCOM.ZS,46.28739138
Cameroon,CMR,"death_rate",SP.DYN.CDRT.IN,13.123
Cameroon,CMR,"population",SP.POP.TOTL,19595026
Cameroon,CMR,"cause_communicable",SH.DTH.COMM.ZS,62.61780078
Cameroon,CMR,"cause_injury",SH.DTH.INJR.ZS,6.46482838
Cameroon,CMR,"cause_non_communicable",SH.DTH.NCOM.ZS,30.91737805
Canada,CAN,"death_rate",SP.DYN.CDRT.IN,7.2
Canada,CAN,"population",SP.POP.TOTL,33317662
Canada,CAN,"cause_communicable",SH.DTH.COMM.ZS,5.259552781
Canada,CAN,"cause_injury",SH.DTH.INJR.ZS,5.850771399
Canada,CAN,"cause_non_communicable",SH.DTH.NCOM.ZS,88.88967155
Cape Verde,CPV,"death_rate",SP.DYN.CDRT.IN,5.253
Cape Verde,CPV,"population",SP.POP.TOTL,484651
Cape Verde,CPV,"cause_communicable",SH.DTH.COMM.ZS,31.1844769
Cape Verde,CPV,"cause_injury",SH.DTH.INJR.ZS,11.08615531
Cape Verde,CPV,"cause_non_communicable",SH.DTH.NCOM.ZS,57.72939931
Cayman Islands,CYM,"death_rate",SP.DYN.CDRT.IN,
Cayman Islands,CYM,"population",SP.POP.TOTL,52912
Cayman Islands,CYM,"cause_communicable",SH.DTH.COMM.ZS,
Cayman Islands,CYM,"cause_injury",SH.DTH.INJR.ZS,
Cayman Islands,CYM,"cause_non_communicable",SH.DTH.NCOM.ZS,
Central African Republic,CAF,"death_rate",SP.DYN.CDRT.IN,17.119
Central African Republic,CAF,"population",SP.POP.TOTL,4185106
Central African Republic,CAF,"cause_communicable",SH.DTH.COMM.ZS,65.37347184
Central African Republic,CAF,"cause_injury",SH.DTH.INJR.ZS,7.182016912
Central African Republic,CAF,"cause_non_communicable",SH.DTH.NCOM.ZS,27.44450573
Chad,TCD,"death_rate",SP.DYN.CDRT.IN,16.189
Chad,TCD,"population",SP.POP.TOTL,11030628
Chad,TCD,"cause_communicable",SH.DTH.COMM.ZS,73.18234023
Chad,TCD,"cause_injury",SH.DTH.INJR.ZS,5.469401108
Chad,TCD,"cause_non_communicable",SH.DTH.NCOM.ZS,21.34826933
Channel Islands,CHI,"death_rate",SP.DYN.CDRT.IN,9.023
Channel Islands,CHI,"population",SP.POP.TOTL,157554
Channel Islands,CHI,"cause_communicable",SH.DTH.COMM.ZS,
Channel Islands,CHI,"cause_injury",SH.DTH.INJR.ZS,
Channel Islands,CHI,"cause_non_communicable",SH.DTH.NCOM.ZS,
Chile,CHL,"death_rate",SP.DYN.CDRT.IN,5.359
Chile,CHL,"population",SP.POP.TOTL,16831184
Chile,CHL,"cause_communicable",SH.DTH.COMM.ZS,8.505864476
Chile,CHL,"cause_injury",SH.DTH.INJR.ZS,8.409591229
Chile,CHL,"cause_non_communicable",SH.DTH.NCOM.ZS,83.08454849
China,CHN,"death_rate",SP.DYN.CDRT.IN,7.06
China,CHN,"population",SP.POP.TOTL,1324655000
China,CHN,"cause_communicable",SH.DTH.COMM.ZS,7.072270386
China,CHN,"cause_injury",SH.DTH.INJR.ZS,9.826258886
China,CHN,"cause_non_communicable",SH.DTH.NCOM.ZS,83.10146865
Colombia,COL,"death_rate",SP.DYN.CDRT.IN,5.512
Colombia,COL,"population",SP.POP.TOTL,45153037
Colombia,COL,"cause_communicable",SH.DTH.COMM.ZS,13.13214613
Colombia,COL,"cause_injury",SH.DTH.INJR.ZS,20.96090953
Colombia,COL,"cause_non_communicable",SH.DTH.NCOM.ZS,65.90694434
Comoros,COM,"death_rate",SP.DYN.CDRT.IN,9.483
Comoros,COM,"population",SP.POP.TOTL,649291
Comoros,COM,"cause_communicable",SH.DTH.COMM.ZS,52.83992115
Comoros,COM,"cause_injury",SH.DTH.INJR.ZS,6.857833609
Comoros,COM,"cause_non_communicable",SH.DTH.NCOM.ZS,40.30224193
"Congo, Dem. Rep.",ZAR,"death_rate",SP.DYN.CDRT.IN,16.717
"Congo, Dem. Rep.",ZAR,"population",SP.POP.TOTL,58819038
"Congo, Dem. Rep.",ZAR,"cause_communicable",SH.DTH.COMM.ZS,71.70585666
"Congo, Dem. Rep.",ZAR,"cause_injury",SH.DTH.INJR.ZS,7.309036088
"Congo, Dem. Rep.",ZAR,"cause_non_communicable",SH.DTH.NCOM.ZS,20.98514309
"Congo, Rep.",COG,"death_rate",SP.DYN.CDRT.IN,11.791
"Congo, Rep.",COG,"population",SP.POP.TOTL,3876475
"Congo, Rep.",COG,"cause_communicable",SH.DTH.COMM.ZS,57.51187818
"Congo, Rep.",COG,"cause_injury",SH.DTH.INJR.ZS,9.226720194
"Congo, Rep.",COG,"cause_non_communicable",SH.DTH.NCOM.ZS,33.26140386
Costa Rica,CRI,"death_rate",SP.DYN.CDRT.IN,4.125
Costa Rica,CRI,"population",SP.POP.TOTL,4532711
Costa Rica,CRI,"cause_communicable",SH.DTH.COMM.ZS,6.801546234
Costa Rica,CRI,"cause_injury",SH.DTH.INJR.ZS,12.52859257
Costa Rica,CRI,"cause_non_communicable",SH.DTH.NCOM.ZS,80.66988161
Cote d'Ivoire,CIV,"death_rate",SP.DYN.CDRT.IN,15.479
Cote d'Ivoire,CIV,"population",SP.POP.TOTL,18260044
Cote d'Ivoire,CIV,"cause_communicable",SH.DTH.COMM.ZS,57.85501896
Cote d'Ivoire,CIV,"cause_injury",SH.DTH.INJR.ZS,9.354452968
Cote d'Ivoire,CIV,"cause_non_communicable",SH.DTH.NCOM.ZS,32.79053132
Croatia,HRV,"death_rate",SP.DYN.CDRT.IN,11.8
Croatia,HRV,"population",SP.POP.TOTL,4434000
Croatia,HRV,"cause_communicable",SH.DTH.COMM.ZS,2.556881872
Croatia,HRV,"cause_injury",SH.DTH.INJR.ZS,5.666852739
Croatia,HRV,"cause_non_communicable",SH.DTH.NCOM.ZS,91.77626163
Cuba,CUB,"death_rate",SP.DYN.CDRT.IN,7.315
Cuba,CUB,"population",SP.POP.TOTL,11296355
Cuba,CUB,"cause_communicable",SH.DTH.COMM.ZS,8.172843487
Cuba,CUB,"cause_injury",SH.DTH.INJR.ZS,7.883769444
Cuba,CUB,"cause_non_communicable",SH.DTH.NCOM.ZS,83.94337915
Curacao,CUW,"death_rate",SP.DYN.CDRT.IN,8.5
Curacao,CUW,"population",SP.POP.TOTL,141279
Curacao,CUW,"cause_communicable",SH.DTH.COMM.ZS,
Curacao,CUW,"cause_injury",SH.DTH.INJR.ZS,
Curacao,CUW,"cause_non_communicable",SH.DTH.NCOM.ZS,
Cyprus,CYP,"death_rate",SP.DYN.CDRT.IN,6.816
Cyprus,CYP,"population",SP.POP.TOTL,1077089
Cyprus,CYP,"cause_communicable",SH.DTH.COMM.ZS,3.969122552
Cyprus,CYP,"cause_injury",SH.DTH.INJR.ZS,5.793460767
Cyprus,CYP,"cause_non_communicable",SH.DTH.NCOM.ZS,90.23740968
Czech Republic,CZE,"death_rate",SP.DYN.CDRT.IN,10.1
Czech Republic,CZE,"population",SP.POP.TOTL,10424336
Czech Republic,CZE,"cause_communicable",SH.DTH.COMM.ZS,4.150686688
Czech Republic,CZE,"cause_injury",SH.DTH.INJR.ZS,5.826303619
Czech Republic,CZE,"cause_non_communicable",SH.DTH.NCOM.ZS,90.02300775
Denmark,DNK,"death_rate",SP.DYN.CDRT.IN,9.9
Denmark,DNK,"population",SP.POP.TOTL,5493621
Denmark,DNK,"cause_communicable",SH.DTH.COMM.ZS,5.611227076
Denmark,DNK,"cause_injury",SH.DTH.INJR.ZS,4.855833458
Denmark,DNK,"cause_non_communicable",SH.DTH.NCOM.ZS,89.53293201
Djibouti,DJI,"death_rate",SP.DYN.CDRT.IN,9.582
Djibouti,DJI,"population",SP.POP.TOTL,810100
Djibouti,DJI,"cause_communicable",SH.DTH.COMM.ZS,50.13151265
Djibouti,DJI,"cause_injury",SH.DTH.INJR.ZS,8.096556436
Djibouti,DJI,"cause_non_communicable",SH.DTH.NCOM.ZS,41.7719257
Dominica,DMA,"death_rate",SP.DYN.CDRT.IN,
Dominica,DMA,"population",SP.POP.TOTL,70883
Dominica,DMA,"cause_communicable",SH.DTH.COMM.ZS,10.63163708
Dominica,DMA,"cause_injury",SH.DTH.INJR.ZS,4.346627219
Dominica,DMA,"cause_non_communicable",SH.DTH.NCOM.ZS,85.0217357
Dominican Republic,DOM,"death_rate",SP.DYN.CDRT.IN,5.983
Dominican Republic,DOM,"population",SP.POP.TOTL,9750195
Dominican Republic,DOM,"cause_communicable",SH.DTH.COMM.ZS,22.20250697
Dominican Republic,DOM,"cause_injury",SH.DTH.INJR.ZS,9.626961255
Dominican Republic,DOM,"cause_non_communicable",SH.DTH.NCOM.ZS,68.1705426
Ecuador,ECU,"death_rate",SP.DYN.CDRT.IN,4.968
Ecuador,ECU,"population",SP.POP.TOTL,14512402
Ecuador,ECU,"cause_communicable",SH.DTH.COMM.ZS,19.86589001
Ecuador,ECU,"cause_injury",SH.DTH.INJR.ZS,14.98730438
Ecuador,ECU,"cause_non_communicable",SH.DTH.NCOM.ZS,65.14679112
"Egypt, Arab Rep.",EGY,"death_rate",SP.DYN.CDRT.IN,6.74
"Egypt, Arab Rep.",EGY,"population",SP.POP.TOTL,75491922
"Egypt, Arab Rep.",EGY,"cause_communicable",SH.DTH.COMM.ZS,12.43958145
"Egypt, Arab Rep.",EGY,"cause_injury",SH.DTH.INJR.ZS,5.764717474
"Egypt, Arab Rep.",EGY,"cause_non_communicable",SH.DTH.NCOM.ZS,81.79570328
El Salvador,SLV,"death_rate",SP.DYN.CDRT.IN,6.488
El Salvador,SLV,"population",SP.POP.TOTL,6151776
El Salvador,SLV,"cause_communicable",SH.DTH.COMM.ZS,17.19546624
El Salvador,SLV,"cause_injury",SH.DTH.INJR.ZS,16.23360545
El Salvador,SLV,"cause_non_communicable",SH.DTH.NCOM.ZS,66.57092131
Equatorial Guinea,GNQ,"death_rate",SP.DYN.CDRT.IN,14.991
Equatorial Guinea,GNQ,"population",SP.POP.TOTL,658025
Equatorial Guinea,GNQ,"cause_communicable",SH.DTH.COMM.ZS,60.53344312
Equatorial Guinea,GNQ,"cause_injury",SH.DTH.INJR.ZS,7.333324864
Equatorial Guinea,GNQ,"cause_non_communicable",SH.DTH.NCOM.ZS,32.13321815
Eritrea,ERI,"death_rate",SP.DYN.CDRT.IN,7.881
Eritrea,ERI,"population",SP.POP.TOTL,5382163
Eritrea,ERI,"cause_communicable",SH.DTH.COMM.ZS,48.5014573
Eritrea,ERI,"cause_injury",SH.DTH.INJR.ZS,11.56913409
Eritrea,ERI,"cause_non_communicable",SH.DTH.NCOM.ZS,39.92941874
Estonia,EST,"death_rate",SP.DYN.CDRT.IN,12.4
Estonia,EST,"population",SP.POP.TOTL,1340675
Estonia,EST,"cause_communicable",SH.DTH.COMM.ZS,2.044415296
Estonia,EST,"cause_injury",SH.DTH.INJR.ZS,8.142886301
Estonia,EST,"cause_non_communicable",SH.DTH.NCOM.ZS,89.81270261
Ethiopia,ETH,"death_rate",SP.DYN.CDRT.IN,9.294
Ethiopia,ETH,"population",SP.POP.TOTL,82621190
Ethiopia,ETH,"cause_communicable",SH.DTH.COMM.ZS,57.40658986
Ethiopia,ETH,"cause_injury",SH.DTH.INJR.ZS,8.657338819
Ethiopia,ETH,"cause_non_communicable",SH.DTH.NCOM.ZS,33.93607032
Faeroe Islands,FRO,"death_rate",SP.DYN.CDRT.IN,7.8
Faeroe Islands,FRO,"population",SP.POP.TOTL,49601
Faeroe Islands,FRO,"cause_communicable",SH.DTH.COMM.ZS,
Faeroe Islands,FRO,"cause_injury",SH.DTH.INJR.ZS,
Faeroe Islands,FRO,"cause_non_communicable",SH.DTH.NCOM.ZS,
Fiji,FJI,"death_rate",SP.DYN.CDRT.IN,6.536
Fiji,FJI,"population",SP.POP.TOTL,843851
Fiji,FJI,"cause_communicable",SH.DTH.COMM.ZS,18.26927704
Fiji,FJI,"cause_injury",SH.DTH.INJR.ZS,5.196257054
Fiji,FJI,"cause_non_communicable",SH.DTH.NCOM.ZS,76.53448068
Finland,FIN,"death_rate",SP.DYN.CDRT.IN,9.2
Finland,FIN,"population",SP.POP.TOTL,5313399
Finland,FIN,"cause_communicable",SH.DTH.COMM.ZS,2.121148836
Finland,FIN,"cause_injury",SH.DTH.INJR.ZS,8.855794605
Finland,FIN,"cause_non_communicable",SH.DTH.NCOM.ZS,89.02304816
France,FRA,"death_rate",SP.DYN.CDRT.IN,8.5
France,FRA,"population",SP.POP.TOTL,64371099
France,FRA,"cause_communicable",SH.DTH.COMM.ZS,5.984191055
France,FRA,"cause_injury",SH.DTH.INJR.ZS,6.995787345
France,FRA,"cause_non_communicable",SH.DTH.NCOM.ZS,87.02002543
French Polynesia,PYF,"death_rate",SP.DYN.CDRT.IN,4.872
French Polynesia,PYF,"population",SP.POP.TOTL,262877
French Polynesia,PYF,"cause_communicable",SH.DTH.COMM.ZS,
French Polynesia,PYF,"cause_injury",SH.DTH.INJR.ZS,
French Polynesia,PYF,"cause_non_communicable",SH.DTH.NCOM.ZS,
Gabon,GAB,"death_rate",SP.DYN.CDRT.IN,10.096
Gabon,GAB,"population",SP.POP.TOTL,1482843
Gabon,GAB,"cause_communicable",SH.DTH.COMM.ZS,51.64945446
Gabon,GAB,"cause_injury",SH.DTH.INJR.ZS,7.29194191
Gabon,GAB,"cause_non_communicable",SH.DTH.NCOM.ZS,41.05859266
"Gambia, The",GMB,"death_rate",SP.DYN.CDRT.IN,10.46
"Gambia, The",GMB,"population",SP.POP.TOTL,1577984
"Gambia, The",GMB,"cause_communicable",SH.DTH.COMM.ZS,59.54781257
"Gambia, The",GMB,"cause_injury",SH.DTH.INJR.ZS,6.430931216
"Gambia, The",GMB,"cause_non_communicable",SH.DTH.NCOM.ZS,34.02125032
Georgia,GEO,"death_rate",SP.DYN.CDRT.IN,10.982
Georgia,GEO,"population",SP.POP.TOTL,4383800
Georgia,GEO,"cause_communicable",SH.DTH.COMM.ZS,5.002314385
Georgia,GEO,"cause_injury",SH.DTH.INJR.ZS,4.30704415
Georgia,GEO,"cause_non_communicable",SH.DTH.NCOM.ZS,90.69063341
Germany,DEU,"death_rate",SP.DYN.CDRT.IN,10.3
Germany,DEU,"population",SP.POP.TOTL,82110097
Germany,DEU,"cause_communicable",SH.DTH.COMM.ZS,4.532735521
Germany,DEU,"cause_injury",SH.DTH.INJR.ZS,3.840772257
Germany,DEU,"cause_non_communicable",SH.DTH.NCOM.ZS,91.62648861
Ghana,GHA,"death_rate",SP.DYN.CDRT.IN,9.548
Ghana,GHA,"population",SP.POP.TOTL,23110139
Ghana,GHA,"cause_communicable",SH.DTH.COMM.ZS,53.42539525
Ghana,GHA,"cause_injury",SH.DTH.INJR.ZS,7.510713985
Ghana,GHA,"cause_non_communicable",SH.DTH.NCOM.ZS,39.06385001
Greece,GRC,"death_rate",SP.DYN.CDRT.IN,9.6
Greece,GRC,"population",SP.POP.TOTL,11237094
Greece,GRC,"cause_communicable",SH.DTH.COMM.ZS,5.595260872
Greece,GRC,"cause_injury",SH.DTH.INJR.ZS,3.869860494
Greece,GRC,"cause_non_communicable",SH.DTH.NCOM.ZS,90.53487659
Greenland,GRL,"death_rate",SP.DYN.CDRT.IN,7.6
Greenland,GRL,"population",SP.POP.TOTL,56328
Greenland,GRL,"cause_communicable",SH.DTH.COMM.ZS,
Greenland,GRL,"cause_injury",SH.DTH.INJR.ZS,
Greenland,GRL,"cause_non_communicable",SH.DTH.NCOM.ZS,
Grenada,GRD,"death_rate",SP.DYN.CDRT.IN,7.695
Grenada,GRD,"population",SP.POP.TOTL,103932
Grenada,GRD,"cause_communicable",SH.DTH.COMM.ZS,12.60825421
Grenada,GRD,"cause_injury",SH.DTH.INJR.ZS,6.392909648
Grenada,GRD,"cause_non_communicable",SH.DTH.NCOM.ZS,80.99883614
Guam,GUM,"death_rate",SP.DYN.CDRT.IN,4.735
Guam,GUM,"population",SP.POP.TOTL,158310
Guam,GUM,"cause_communicable",SH.DTH.COMM.ZS,
Guam,GUM,"cause_injury",SH.DTH.INJR.ZS,
Guam,GUM,"cause_non_communicable",SH.DTH.NCOM.ZS,
Guatemala,GTM,"death_rate",SP.DYN.CDRT.IN,5.608
Guatemala,GTM,"population",SP.POP.TOTL,13648307
Guatemala,GTM,"cause_communicable",SH.DTH.COMM.ZS,35.16527954
